Date,Branch,Customer_Type,Payment,Total
2024-09-06,A,Member,Cash,248.81
2024-10-02,A,Normal,Cash,424.57
2024-10-01,A,Normal,Credit Card,41.22
2024-04-11,A,Member,Cash,214.07
2024-05-21,A,Member,Credit Card,222.36
2025-02-06,A,Member,E-wallet,401.82
2024-02-14,B,Normal,E-wallet,305.58
2025-01-31,A,Normal,E-wallet,176.56
2025-01-12,B,Normal,Cash,190.14
2024-02-18,A,Normal,Cash,293.99
2024-06-03,B,Member,E-wallet,56.37
2024-04-23,A,Member,E-wallet,92.92
2024-08-19,B,Normal,Cash,432.03
2024-07-28,B,Normal,Credit Card,223.41
2025-01-06,B,Member,E-wallet,343.45
2025-01-26,B,Normal,Credit Card,264.83
2024-04-07,B,Normal,E-wallet,294.04
2024-03-27,A,Member,Credit Card,476.15
2024-08-01,B,Member,Credit Card,448.55
2024-04-10,B,Normal,E-wallet,454.42
2024-11-01,B,Member,Credit Card,182.07
2024-05-13,A,Member,E-wallet,492.33
2024-10-05,B,Member,Credit Card,241.42
2024-09-17,B,Member,Cash,326.74
2024-02-16,B,Normal,E-wallet,322.26
2024-07-25,A,Member,Cash,309.67
2024-12-20,A,Normal,Credit Card,297.07
2024-08-17,A,Normal,E-wallet,473.55
2024-04-18,B,Member,E-wallet,73.68
2024-07-28,B,Normal,Credit Card,282.68
2024-03-24,A,Normal,E-wallet,422.76
2024-09-03,B,Member,E-wallet,447.68
2025-01-15,A,Member,E-wallet,467.06
2025-01-02,B,Member,Cash,35.15
2025-02-05,A,Member,Cash,289.94
2024-12-21,A,Member,Credit Card,276.87
2024-12-10,A,Member,Cash,218.91
2025-02-06,B,Normal,Credit Card,349.84
2024-07-29,A,Member,Cash,476.53
2024-05-21,B,Member,Cash,464.45
2025-01-30,B,Member,Credit Card,298.2
2024-07-26,B,Normal,E-wallet,99.58
2024-04-09,B,Normal,Cash,120.02
2024-09-10,A,Normal,Credit Card,261.41
2024-05-17,B,Normal,Credit Card,184.21
2024-05-24,B,Member,E-wallet,263.69
2024-02-12,B,Member,Credit Card,48.99
2024-08-26,B,Member,Cash,209.62
2024-02-23,A,Normal,Credit Card,234.56
2024-10-21,B,Normal,E-wallet,237.84
2024-05-18,B,Normal,Cash,201.35
2024-04-25,A,Normal,Cash,464.3
2024-10-01,B,Member,Cash,54.15
2024-10-26,A,Member,Cash,69.87
2024-05-21,A,Member,E-wallet,403.66
2024-06-17,A,Normal,Cash,66.07
2024-05-12,A,Normal,E-wallet,19.94
2025-02-04,B,Normal,E-wallet,447.7
2024-02-26,B,Normal,Cash,121.26
2025-01-07,B,Normal,Cash,455.4
2024-04-10,A,Member,Cash,294.93
2025-01-01,B,Member,E-wallet,191.45
2025-01-09,A,Member,Credit Card,160.01
2024-07-25,A,Normal,Cash,22.39
2024-11-13,A,Member,E-wallet,58.17
2024-06-11,A,Normal,Credit Card,321.6
2025-01-27,B,Member,Cash,474.72
2024-06-20,A,Member,E-wallet,101.16
2024-10-04,B,Normal,Cash,453.59
2024-03-28,B,Normal,Cash,164.9
2024-05-31,B,Member,Credit Card,409.23
2025-01-31,B,Member,Cash,302.48
2024-07-26,B,Member,Cash,25.53
2024-10-15,B,Normal,E-wallet,222.77
2024-09-26,B,Member,E-wallet,74.36
2024-08-14,B,Normal,Cash,197.7
2025-01-12,A,Normal,E-wallet,78.96
2024-06-28,A,Member,E-wallet,454.55
2025-01-31,B,Normal,Cash,172.68
2024-03-24,B,Normal,E-wallet,201.45
2024-02-23,B,Normal,Cash,269.58
2024-11-07,A,Member,E-wallet,114.69
2024-11-01,B,Normal,E-wallet,470.09
2024-08-15,B,Member,Credit Card,350.53
2025-02-02,B,Normal,Cash,81.71
2024-05-19,B,Member,Credit Card,156.04
2024-08-16,A,Member,Cash,326.71
2024-06-02,A,Normal,Cash,250.17
2024-03-05,A,Normal,E-wallet,316.04
2025-01-13,A,Normal,E-wallet,451.77
2024-11-22,B,Normal,Credit Card,109.16
2025-01-27,B,Normal,Cash,488.33
2024-06-24,A,Member,Cash,84.23
2024-04-16,B,Normal,Credit Card,384.78
2025-01-11,A,Normal,Cash,78.7
2024-08-23,A,Member,Cash,292.87
2024-08-25,A,Member,Cash,437.12
2024-05-22,B,Member,Credit Card,182.78
2024-08-13,B,Normal,E-wallet,180.76
2024-05-04,A,Normal,E-wallet,204.83
2024-03-30,B,Member,Credit Card,278.53
2024-09-08,B,Normal,Credit Card,135.68
2024-06-09,B,Normal,E-wallet,343.2
2025-01-17,B,Member,E-wallet,464.99
2024-08-29,B,Member,Cash,56.8
2024-12-08,A,Normal,E-wallet,290.29
2024-04-01,B,Member,E-wallet,192.41
2024-02-14,B,Normal,Credit Card,184.06
2024-04-06,A,Normal,Cash,431.04
2024-09-26,B,Normal,E-wallet,108.51
2024-10-06,A,Member,Cash,411.77
2024-07-12,A,Normal,Cash,359.89
2024-10-07,A,Normal,Cash,230.02
2024-09-23,B,Normal,Cash,359.66
2024-02-19,A,Member,Credit Card,328.06
2024-02-14,B,Normal,Cash,125.5
2024-09-27,B,Normal,Cash,226.8
2024-10-27,A,Normal,Credit Card,49.7
2024-05-04,A,Normal,Credit Card,373.13
2024-11-20,A,Member,Credit Card,416.21
2024-02-29,B,Normal,E-wallet,309.18
2024-04-07,B,Member,Credit Card,358.65
2024-09-03,B,Member,Cash,378.74
2024-10-18,A,Normal,Cash,219.42
2024-04-24,A,Normal,Credit Card,230.06
2024-03-02,B,Member,E-wallet,156.59
2024-04-07,B,Member,Credit Card,104.82
2024-06-28,B,Member,E-wallet,226.11
2024-03-28,A,Normal,E-wallet,454.73
2024-09-30,B,Member,Credit Card,397.74
2024-04-25,A,Member,E-wallet,137.9
2024-11-19,B,Member,E-wallet,92.1
2025-01-01,A,Normal,Cash,126.79
2024-09-05,B,Normal,E-wallet,458.92
2024-07-31,B,Member,Cash,219.16
2024-02-12,B,Normal,Cash,63.12
2024-06-10,B,Member,E-wallet,407.78
2025-01-20,A,Member,E-wallet,330.05
2024-07-18,B,Normal,E-wallet,447.9
2024-07-28,A,Member,Cash,152.71
2024-03-12,A,Normal,Credit Card,316.53
2024-11-26,B,Member,Cash,40.97
2024-04-12,A,Normal,Cash,416.01
2024-03-20,B,Member,Credit Card,16.23
2024-03-25,A,Normal,Credit Card,41.85
2024-11-07,A,Normal,Cash,40.7
2024-08-11,A,Member,Cash,498.04
2025-01-16,A,Member,Cash,488.28
2024-03-14,B,Member,Credit Card,422.06
2024-08-07,B,Member,Credit Card,309.1
2025-01-04,A,Member,Credit Card,329.04
2025-01-28,B,Member,Credit Card,301.29
2024-05-25,B,Normal,Cash,243.43
2024-03-27,B,Normal,E-wallet,157.66
2024-06-16,B,Member,Cash,183.75
2024-08-28,B,Member,Credit Card,102.35
2024-05-17,B,Normal,E-wallet,46.1
2025-01-01,B,Member,Cash,323.78
2024-09-25,B,Member,E-wallet,470.27
2024-04-12,A,Member,E-wallet,122.62
2024-12-28,B,Normal,Cash,66.5
2025-01-05,B,Normal,Credit Card,432.66
2024-08-24,B,Normal,Credit Card,491.96
2024-03-02,B,Normal,Cash,219.55
2024-04-18,B,Member,Credit Card,328.95
2024-07-10,B,Member,Credit Card,73.04
2024-05-24,B,Normal,E-wallet,61.73
2024-07-25,B,Normal,Credit Card,361.1
2024-07-06,A,Normal,Cash,376.3
2025-02-03,B,Normal,Cash,283.57
2024-10-20,A,Normal,Credit Card,248.81
2024-05-12,A,Member,Cash,318.38
2024-03-05,B,Normal,Credit Card,225.48
2024-07-08,A,Normal,E-wallet,176.64
2024-04-13,A,Member,Cash,88.37
2024-05-13,B,Normal,E-wallet,162.43
2025-02-04,A,Member,E-wallet,404.65
2024-09-30,B,Normal,Credit Card,106.18
2024-12-26,A,Member,E-wallet,452.87
2024-08-15,B,Member,Cash,369.65
2025-02-03,A,Member,E-wallet,322.43
2024-09-17,A,Member,Cash,272.79
2024-11-08,B,Member,E-wallet,288.61
2024-06-21,B,Normal,E-wallet,86.59
2024-03-11,A,Normal,Cash,416.02
2024-07-10,B,Member,E-wallet,191.93
2024-09-15,A,Normal,E-wallet,437.34
2024-02-19,B,Normal,Credit Card,298.44
2025-01-16,B,Member,Cash,254.26
2024-12-06,A,Member,E-wallet,462.78
2024-06-12,B,Member,Cash,459.2
2025-02-08,A,Member,Cash,199.88
2024-06-04,B,Member,E-wallet,401.84
2024-08-10,B,Normal,Credit Card,254.97
2024-10-21,A,Member,Cash,403.74
2025-02-11,A,Member,Cash,29.04
2025-02-03,A,Normal,Cash,203.57
2024-12-17,A,Member,Cash,364.31
2024-05-02,B,Member,Credit Card,341.45
2024-06-06,B,Normal,E-wallet,462.82
2024-09-17,A,Normal,Credit Card,170.75
2024-07-27,B,Member,E-wallet,161.29
2024-09-02,A,Normal,Credit Card,358.92
2024-10-02,B,Member,Cash,157.5
2024-09-12,A,Normal,Credit Card,430.52
2024-08-26,B,Member,Cash,223.21
2024-04-16,A,Member,Credit Card,396.46
2024-04-23,B,Member,E-wallet,236.39
2024-11-28,B,Member,E-wallet,304.06
2024-11-11,A,Normal,E-wallet,227.7
2024-11-24,B,Member,E-wallet,78.6
2024-06-19,B,Member,Credit Card,264.46
2024-09-20,B,Member,E-wallet,278.45
2024-08-22,A,Normal,Credit Card,14.81
2024-08-31,A,Normal,E-wallet,348.83
2024-11-09,B,Member,Cash,458.62
2025-01-13,A,Member,Credit Card,171.81
2024-02-23,A,Normal,E-wallet,361.18
2024-06-20,B,Member,E-wallet,439.3
2025-01-11,B,Normal,E-wallet,312.28
2024-04-14,B,Normal,Cash,467.48
2024-06-01,B,Member,Cash,217.12
2024-04-30,B,Member,E-wallet,213.39
2024-02-18,B,Member,Cash,420.88
2025-01-06,B,Member,Cash,396.58
2024-09-12,B,Normal,Credit Card,248.09
2024-08-03,B,Member,Credit Card,475.05
2024-10-27,A,Member,Cash,438.84
2024-02-13,A,Member,E-wallet,265.21
2024-04-12,A,Normal,Cash,361.89
2025-01-02,A,Normal,Credit Card,46.25
2024-07-24,A,Normal,Credit Card,131.97
2024-12-25,B,Normal,Credit Card,112.64
2024-10-29,A,Normal,Cash,485.37
2024-03-06,A,Member,Cash,437.77
2024-05-23,A,Normal,Cash,208.87
2024-07-13,B,Normal,Credit Card,430.76
2025-02-09,B,Member,Credit Card,191.23
2025-01-17,B,Normal,Credit Card,335.66
2024-02-22,A,Normal,Cash,187.96
2024-02-12,B,Member,E-wallet,435.85
2024-09-07,A,Normal,Credit Card,131.3
2024-04-17,B,Member,E-wallet,229.38
2024-07-28,A,Normal,Credit Card,82.5
2025-01-02,A,Member,Credit Card,358.22
2024-05-03,B,Normal,Credit Card,280.64
2024-03-03,A,Normal,E-wallet,318.36
2024-09-21,B,Member,Credit Card,244.28
2024-03-11,A,Member,E-wallet,94.94
2024-05-11,A,Normal,Cash,408.19
2024-07-12,A,Member,E-wallet,278.33
2024-07-05,B,Normal,Cash,472.23
2024-06-01,A,Member,Credit Card,281.86
2024-06-04,B,Normal,Cash,384.62
2024-08-24,A,Normal,Credit Card,489.5
2024-10-20,B,Normal,Credit Card,388.03
2024-10-20,A,Member,Cash,11.13
2024-07-30,B,Member,Credit Card,315.65
2024-09-11,A,Member,E-wallet,112.31
2024-07-08,B,Normal,Credit Card,51.66
2024-11-15,A,Member,Credit Card,298.54
2024-11-13,B,Member,Cash,430.53
2024-07-15,A,Normal,Cash,452.38
2025-01-28,B,Member,Credit Card,279.87
2024-04-02,B,Member,E-wallet,167.89
2024-02-15,B,Member,E-wallet,276.2
2024-08-19,A,Member,E-wallet,329.32
2024-12-25,A,Normal,Credit Card,331.12
2024-05-22,B,Member,E-wallet,442.36
2024-10-21,A,Normal,Cash,73.85
2025-01-30,B,Normal,Credit Card,197.04
2025-01-28,A,Normal,E-wallet,235.2
2024-10-22,A,Member,Credit Card,386.19
2024-12-18,B,Member,Cash,437.11
2024-08-26,B,Normal,Cash,321.01
2024-03-20,A,Normal,Cash,281.88
2024-03-18,B,Member,Cash,82.08
2024-06-11,A,Normal,Cash,43.38
2024-03-01,B,Member,E-wallet,478.85
2025-01-23,B,Member,E-wallet,339.46
2024-02-21,A,Normal,Credit Card,64.57
2024-05-18,A,Member,E-wallet,110.69
2024-10-12,B,Normal,Credit Card,473.89
2025-01-31,B,Normal,E-wallet,392.96
2024-11-02,B,Member,Credit Card,458.72
2024-08-01,B,Normal,Credit Card,243.28
2024-09-25,B,Normal,Cash,65.73
2024-09-30,A,Normal,Credit Card,281.34
2024-05-23,B,Member,Credit Card,407.65
2024-09-09,A,Member,Cash,208.43
2024-06-22,B,Normal,Credit Card,259.96
2024-06-21,B,Member,Credit Card,207.48
2025-02-09,B,Member,Cash,302.9
2025-01-11,A,Member,E-wallet,378.11
2024-08-09,B,Normal,E-wallet,349.41
2025-01-16,A,Normal,E-wallet,296.47
2024-07-16,A,Member,Cash,398.87
2024-03-19,A,Normal,Cash,449.26
2024-02-27,A,Normal,Cash,19.42
2024-11-30,B,Member,E-wallet,66.9
2024-06-18,B,Member,E-wallet,52.64
2025-02-05,A,Member,E-wallet,382.07
2024-06-12,A,Member,E-wallet,73.49
2025-01-23,B,Member,E-wallet,301.12
2024-09-09,A,Normal,Credit Card,31.79
2024-09-01,A,Member,E-wallet,271.1
2024-02-14,B,Normal,E-wallet,440.36
2024-05-22,A,Member,Credit Card,122.27
2024-11-16,B,Normal,E-wallet,238.38
2024-07-14,B,Normal,Cash,186.42
2024-12-13,A,Member,Credit Card,415.51
2024-11-28,A,Member,Credit Card,105.94
2024-05-30,A,Member,Cash,391.62
2024-07-01,B,Normal,E-wallet,44.34
2024-10-31,B,Member,E-wallet,361.44
2024-07-25,B,Normal,Credit Card,413.68
2024-07-12,B,Normal,Credit Card,266.03
2024-09-20,A,Normal,Credit Card,350.14
2025-01-29,A,Normal,Credit Card,208.65
2025-01-25,B,Normal,E-wallet,12.47
2024-10-24,A,Member,E-wallet,33.62
2025-01-30,B,Member,Cash,302.82
2024-09-09,B,Member,Cash,197.13
2024-04-18,A,Member,Credit Card,454.17
2025-01-02,A,Member,Cash,136.1
2024-07-06,A,Member,Cash,418.27
2024-07-03,B,Normal,E-wallet,174.05
2025-02-10,A,Normal,Cash,166.93
2024-06-12,A,Normal,E-wallet,433.9
2024-06-12,A,Normal,Credit Card,400.95
2024-03-29,A,Normal,Cash,109.42
2024-09-08,A,Normal,Cash,75.23
2024-04-12,A,Normal,Credit Card,178.38
2024-12-01,B,Member,Cash,224.93
2024-02-19,A,Member,Cash,150.43
2024-06-13,B,Member,E-wallet,263.07
2024-12-29,A,Normal,Cash,88.81
2024-07-11,B,Member,E-wallet,409.18
2024-08-06,A,Member,Cash,490.75
2025-02-05,A,Member,Credit Card,243.1
2025-01-16,B,Member,Cash,433.31
2025-01-08,B,Normal,Credit Card,350.79
2025-01-19,A,Normal,Cash,36.05
2024-02-26,A,Normal,E-wallet,229.91
2024-08-16,B,Normal,Cash,428.97
2024-05-04,B,Normal,E-wallet,316.68
2024-11-29,B,Member,Cash,138.42
2024-07-05,B,Member,Credit Card,141.02
2025-01-17,B,Normal,E-wallet,362.32
2024-10-01,A,Normal,E-wallet,143.57
2025-02-05,B,Normal,Cash,98.4
2024-05-14,B,Normal,Cash,456.59
2025-01-17,B,Normal,Credit Card,370.76
2024-05-01,B,Member,Cash,456.12
2024-02-17,A,Member,Cash,158.56
2024-10-30,A,Member,Cash,386.78
2024-04-13,B,Member,E-wallet,480.64
2024-08-31,B,Member,Cash,417.12
2024-08-30,B,Member,E-wallet,150.33
2024-10-05,B,Member,Credit Card,476.32
2025-02-04,A,Member,Credit Card,244.26
2024-11-28,A,Normal,Credit Card,410.56
2024-04-27,B,Normal,E-wallet,272.91
2024-02-15,A,Member,Credit Card,182.72
2024-12-20,B,Member,Cash,292.89
2024-09-28,B,Member,E-wallet,195.41
2024-05-27,A,Normal,Credit Card,203.64
2024-02-24,A,Normal,Credit Card,34.29
2025-01-04,A,Member,Cash,186.41
2024-08-20,B,Member,Credit Card,487.05
2024-11-05,B,Member,E-wallet,150.76
2025-01-17,B,Member,Credit Card,400.95
2024-09-22,A,Member,E-wallet,299.19
2025-02-06,A,Normal,Credit Card,44.04
2024-10-19,A,Member,E-wallet,334.2
2024-11-04,A,Member,Cash,239.08
2024-06-17,B,Normal,Cash,434.96
2024-12-21,A,Member,Cash,297.83
2024-02-17,A,Normal,Credit Card,26.79
2024-03-11,A,Normal,Cash,499.45
2024-04-13,A,Normal,Cash,266.23
2024-09-07,B,Member,E-wallet,86.9
2024-11-25,B,Member,Credit Card,286.58
2024-04-27,B,Member,Cash,498.27
2024-05-18,A,Normal,E-wallet,405.63
2024-11-01,B,Normal,Cash,123.09
2024-10-08,B,Normal,Cash,108.56
2024-03-01,B,Member,E-wallet,240.54
2024-03-06,B,Member,Credit Card,279.07
2025-02-03,A,Member,Cash,445.57
2024-11-21,A,Normal,Credit Card,132.47
2024-09-11,A,Member,E-wallet,46.25
2024-03-25,A,Member,E-wallet,204.01
2024-03-13,A,Normal,E-wallet,148.27
2024-03-20,B,Normal,Cash,325.03
2024-03-02,B,Member,Credit Card,141.15
2024-05-19,B,Member,Cash,202.22
2025-02-10,A,Member,Credit Card,97.06
2024-11-06,B,Member,E-wallet,474.06
2024-06-28,A,Member,Cash,245.89
2024-05-25,A,Member,Cash,231.3
2024-03-28,A,Member,E-wallet,81.68
2024-02-12,A,Normal,Cash,486.7
2024-03-29,A,Normal,E-wallet,50.38
2024-12-04,B,Normal,E-wallet,204.37
2024-09-12,B,Normal,E-wallet,218.19
2025-02-04,A,Member,E-wallet,375.31
2024-07-12,B,Normal,Credit Card,390.91
2024-08-05,B,Member,Cash,147.78
2024-11-23,A,Normal,E-wallet,152.41
2024-05-30,B,Member,Cash,98.45
2024-07-25,A,Normal,E-wallet,124.42
2024-12-22,A,Member,E-wallet,159.92
2024-12-04,A,Member,Cash,223.36
2024-02-19,A,Normal,Credit Card,205.18
2024-03-16,B,Normal,Credit Card,35.95
2024-09-26,B,Member,Credit Card,498.54
2024-07-12,B,Normal,Cash,159.86
2024-04-05,B,Member,Credit Card,96.77
2024-05-22,A,Normal,Cash,379.41
2024-05-18,A,Normal,E-wallet,233.37
2024-11-13,B,Normal,Cash,430.75
2024-05-28,A,Member,Credit Card,291.79
2024-11-13,A,Member,E-wallet,439.07
2024-07-23,B,Member,Cash,417.88
2024-05-26,A,Member,Cash,489.01
2024-02-13,B,Member,Credit Card,403.72
2024-04-29,B,Normal,E-wallet,14.19
2024-09-16,A,Normal,E-wallet,95.41
2024-03-05,A,Member,E-wallet,322.4
2024-04-10,A,Normal,Cash,498.92
2025-01-23,A,Member,E-wallet,285.63
2024-03-02,B,Normal,Cash,268.08
2024-03-31,B,Normal,Credit Card,279.67
2024-05-19,A,Member,Credit Card,486.26
2024-06-24,B,Member,Cash,24.72
2024-09-21,B,Member,Credit Card,177.42
2024-11-21,B,Member,Credit Card,396.34
2025-01-30,B,Member,Cash,425.48
2024-06-23,A,Member,Credit Card,196.01
2024-04-23,B,Member,E-wallet,117.86
2024-11-06,B,Member,Cash,296.46
2024-02-27,B,Normal,Credit Card,381.47
2024-06-28,B,Member,Credit Card,156.67
2024-07-19,B,Normal,E-wallet,242.51
2024-10-02,A,Normal,Cash,406.53
2024-11-14,A,Normal,E-wallet,433.5
2025-01-05,B,Normal,E-wallet,451.03
2024-08-29,A,Member,Credit Card,62.57
2024-04-03,B,Normal,E-wallet,89.23
2025-01-06,A,Member,E-wallet,394.98
2025-01-31,A,Normal,Cash,239.11
2024-09-05,A,Member,Credit Card,212.75
2024-04-16,B,Normal,Cash,418.78
2024-03-28,B,Member,Credit Card,343.24
2024-08-14,B,Normal,E-wallet,132.87
2024-06-22,B,Member,Cash,380.36
2024-04-25,A,Member,E-wallet,275.94
2025-01-14,A,Normal,E-wallet,154.54
2025-02-04,A,Normal,Cash,395.81
2024-08-08,B,Normal,E-wallet,389.45
2024-02-17,B,Member,E-wallet,271.86
2024-10-28,B,Member,Cash,186.86
2024-02-14,B,Member,Credit Card,76.49
2024-12-13,B,Member,Cash,139.82
2024-06-19,A,Normal,E-wallet,165.41
2024-09-25,B,Member,E-wallet,91.21
2024-09-16,B,Normal,Credit Card,262.76
2024-02-17,B,Member,E-wallet,296.5
2024-12-04,B,Member,Credit Card,300.9
2025-02-07,B,Member,Credit Card,385.47
2024-03-29,B,Member,E-wallet,143.11
2025-02-02,A,Member,Cash,213.11
2024-11-18,B,Normal,E-wallet,334.18
2024-04-19,B,Normal,Cash,76.36
2024-07-26,A,Member,Credit Card,471.49
2024-03-26,B,Normal,Credit Card,255.41
2025-01-24,A,Member,E-wallet,455.69
2024-09-06,A,Member,Cash,483.32
2024-04-18,A,Member,E-wallet,98.3
2024-05-08,A,Member,Cash,174.59
2024-10-13,A,Member,Credit Card,378.33
2024-03-29,A,Member,Cash,37.51
2024-05-12,B,Member,Credit Card,245.95
2024-09-10,A,Normal,Cash,342.08
2024-04-07,A,Normal,E-wallet,66.56
2024-08-25,A,Normal,E-wallet,89.97
2024-06-02,A,Normal,E-wallet,205.05
2024-09-24,B,Normal,Credit Card,369.45
2024-10-12,A,Member,Cash,275.82
2024-08-11,A,Member,Cash,29.42
2024-08-13,A,Member,Cash,113.78
2024-04-13,A,Normal,E-wallet,36.71
2025-01-20,A,Member,Cash,353.23
2024-04-27,A,Member,Cash,297.02
2024-09-28,A,Normal,Cash,303.06
2024-10-03,B,Normal,Cash,328.36
2025-01-10,A,Normal,E-wallet,22.92
2024-05-22,A,Member,Cash,63.82
2024-07-20,A,Member,Cash,289.08
2024-11-13,A,Normal,Credit Card,209.39
2024-02-13,A,Normal,E-wallet,261.94
2024-03-12,B,Normal,Cash,345.46
2024-12-22,B,Normal,E-wallet,223.4
2024-06-08,A,Normal,Cash,411.88
2024-12-13,A,Member,E-wallet,138.21
2024-09-22,B,Member,E-wallet,449.88
2024-09-19,B,Member,Cash,237.85
2024-04-27,A,Member,Credit Card,336.51
2024-05-20,A,Member,Cash,440.68
2024-12-13,A,Member,Credit Card,419.98
2025-01-31,A,Normal,Cash,262.8
2024-10-23,A,Normal,Credit Card,20.06
2024-10-14,A,Member,E-wallet,140.86
2024-05-11,A,Normal,Cash,96.0
2024-03-09,B,Normal,Cash,170.93
2024-07-25,A,Normal,Cash,366.39
2024-12-30,B,Member,Credit Card,41.35
2024-05-27,B,Normal,Cash,394.45
2024-10-15,B,Normal,Credit Card,232.83
2024-12-10,A,Normal,Cash,211.11
2024-07-01,B,Member,Cash,84.5
2024-04-25,B,Normal,Credit Card,316.16
2025-02-09,A,Normal,E-wallet,352.97
2025-01-04,B,Normal,Credit Card,409.43
2024-07-08,B,Normal,Credit Card,24.11
2025-02-05,A,Member,Cash,228.58
2024-10-04,B,Member,E-wallet,432.89
2024-10-16,B,Normal,Cash,455.68
2024-06-16,B,Member,E-wallet,126.89
2024-03-04,B,Normal,Credit Card,165.3
2025-02-05,A,Member,Cash,412.04
2024-04-05,A,Normal,E-wallet,77.76
2024-05-29,A,Member,Cash,322.18
2025-02-10,B,Normal,Cash,108.04
2024-02-26,A,Normal,Credit Card,350.9
2024-06-23,A,Normal,Cash,209.18
2025-02-10,A,Member,E-wallet,50.37
2024-10-13,B,Member,E-wallet,372.22
2024-05-04,B,Normal,Credit Card,497.47
2024-10-02,B,Normal,Credit Card,458.09
2024-05-17,A,Normal,E-wallet,352.75
2024-03-04,A,Member,E-wallet,375.72
2024-10-16,A,Normal,Credit Card,19.66
2024-02-22,A,Normal,E-wallet,16.1
2024-08-09,B,Member,Credit Card,341.13
2024-04-21,B,Normal,Credit Card,488.35
2024-08-23,B,Member,Credit Card,43.17
2024-11-02,B,Member,Credit Card,333.09
2024-03-09,A,Normal,Credit Card,33.58
2024-03-23,A,Member,Credit Card,471.43
2024-08-02,B,Member,E-wallet,271.55
2024-07-21,B,Member,Credit Card,283.73
2024-06-08,B,Member,E-wallet,212.24
2024-05-10,B,Member,Cash,259.34
2024-03-07,A,Member,Cash,135.32
2024-08-21,A,Member,Credit Card,308.57
2025-02-03,B,Normal,Cash,193.64
2024-11-06,B,Normal,E-wallet,30.54
2024-08-10,B,Normal,E-wallet,413.38
2024-05-29,A,Normal,E-wallet,316.56
2024-04-23,A,Member,E-wallet,262.6
2024-04-30,B,Member,Credit Card,405.08
2024-03-13,A,Normal,Cash,193.45
2024-12-05,A,Member,E-wallet,365.02
2024-06-11,B,Normal,Cash,67.47
2025-01-13,A,Normal,E-wallet,237.3
2024-10-11,A,Normal,Credit Card,310.47
2024-06-18,A,Member,Cash,415.59
2024-06-09,A,Member,E-wallet,192.04
2024-09-12,A,Normal,E-wallet,271.57
2024-07-24,B,Member,Cash,335.11
2024-07-28,A,Member,Credit Card,418.5
2024-12-19,A,Normal,Cash,351.44
2024-04-08,B,Member,Cash,16.11
2024-10-30,A,Member,E-wallet,448.34
2024-10-13,B,Member,Cash,252.15
2024-06-10,A,Member,Credit Card,152.0
2024-03-24,B,Normal,Credit Card,178.0
2024-06-23,A,Normal,E-wallet,307.89
2024-11-14,B,Member,Cash,322.25
2024-08-24,B,Normal,Cash,281.16
2024-11-19,A,Normal,E-wallet,250.9
2024-12-13,A,Member,Credit Card,208.58
2024-11-10,A,Normal,E-wallet,304.64
2024-03-12,B,Normal,Cash,432.69
2024-02-19,B,Normal,Cash,497.53
2025-02-02,A,Normal,Credit Card,24.57
2024-12-01,A,Member,Credit Card,461.73
2024-02-15,B,Member,E-wallet,160.34
2024-05-19,B,Member,Cash,73.46
2024-08-28,A,Member,E-wallet,33.44
2024-12-11,B,Member,Credit Card,28.97
2024-04-14,A,Normal,Credit Card,269.94
2024-03-27,B,Member,E-wallet,199.02
2024-11-08,B,Member,E-wallet,496.08
2024-03-30,A,Member,Credit Card,328.92
2024-11-25,B,Member,E-wallet,318.65
2024-07-02,B,Normal,Cash,30.75
2024-07-29,A,Normal,Cash,465.34
2024-03-31,A,Normal,E-wallet,75.36
2024-10-18,B,Normal,Credit Card,407.11
2024-12-23,A,Member,Credit Card,83.74
2024-04-02,B,Normal,E-wallet,260.48
2024-08-30,A,Member,E-wallet,474.92
2024-09-17,B,Member,Credit Card,179.56
2024-04-19,B,Member,Cash,39.64
2024-06-02,A,Member,Cash,291.84
2024-02-13,B,Normal,Credit Card,496.18
2024-10-29,B,Normal,E-wallet,200.18
2024-05-29,B,Member,E-wallet,498.46
2024-02-25,B,Normal,Cash,119.09
2024-08-23,B,Member,E-wallet,499.92
2024-09-25,B,Normal,Credit Card,48.23
2024-05-02,A,Member,Cash,118.84
2024-03-18,B,Normal,E-wallet,14.99
2025-01-11,A,Normal,Cash,284.01
2024-06-26,B,Normal,Credit Card,20.23
2024-07-26,A,Normal,Credit Card,10.43
2024-07-22,B,Member,E-wallet,495.23
2024-10-12,B,Normal,Credit Card,143.14
2024-04-04,B,Normal,E-wallet,71.32
2024-12-10,B,Member,Credit Card,92.09
2024-11-19,A,Normal,E-wallet,479.37
2024-10-03,A,Member,E-wallet,96.49
2024-05-21,A,Member,Credit Card,177.45
2024-08-18,B,Normal,E-wallet,11.18
2024-09-11,B,Member,Cash,340.17
2025-01-02,A,Normal,Cash,119.65
2024-03-30,A,Normal,E-wallet,45.88
2024-09-06,A,Normal,E-wallet,280.44
2024-10-09,B,Normal,E-wallet,128.38
2024-10-30,A,Member,Cash,455.58
2024-07-12,B,Normal,Cash,202.16
2025-01-10,A,Member,E-wallet,266.61
2024-11-20,B,Normal,E-wallet,268.11
2024-04-05,A,Normal,Credit Card,435.12
